text,category
ratchasan music mari eruku startngla   enaku matum tha apdi thonutho,Negative
ithu peru thaan pakka masswoww goosebumbs,Positive
viswasam trailor  hrs la vandha like kooda indha trailor ku ithana naal la varala,Mixed_feelings
fully rajinism  thalaivaaaaaa mass fdfs kalakata poguthu thalaivaaaaaa,Positive
paeru dhanushyou national award winner dhanushyou kaelvi patrukeengala verithanamaa waiting for asuran,Positive
thalaiver mass super  star rajini,Positive
vetrimaran erukara varaikum dhanush ku no tension,Positive
nanba sekaram like m kontu vaaga,Positive
karthi padathula ithu oru nalla padam,Positive
krish movie fans like here   ,Mixed_feelings
t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a t a a,Positive
chiyaan vikram sir i like you r costume i like you r moment,Positive
inum m likes  kuda varala    ,Positive
semmaya erukku trailer enga anna eppovum grate hero dha love you sk anna,Mixed_feelings
ne ala vijay muturatha kudikerked tha laki,Negative
petta movie pakka yarellam wait panringa,unknown_state
srk fan plz dislike tha video,Positive
last vara dialog thavaravera onnum edupadala movie ya paathutu comment pandren,Negative
will blockbuster yes  like  no  comment,unknown_state
 yaarlam  teejay ah patheenga,Positive
hindi la youa certificate tamil la you certificate yepdi da dei yellarum india la thaane irukkom,Mixed_feelings
valimai kku wait panravanga thatra likes ah,Positive
aiyooo ithu petta illa thalaivar settaaaayena style yena alaga katirukanunga semmaaaa,Mixed_feelings
marana mass thala end fight vera level look semma mass ah eruku,Positive
movie la night shots neraya iruku,Positive
chindhamani kolakkes   like podra,Negative
yaar ellaam thala ah theater la paarka marana waiting la irukinga oru like podunga,Positive
jan  ke pongal start aakuthu,Mixed_feelings
wow wow wow thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa proud to be every indian  thanks to shankar sir and holl team,Mixed_feelings
kichadi padhiri ella english padathaiyum mix panni irrukkan shankar vera level pavam,Negative
super  like is equivalent to  likes,unknown_state
oruthar mela neenga viswasam kaatrathukaga innoruthar enn asinga paduthu ringa,Mixed_feelings
rajini sir telugu fans like,Positive
last dialogue is a hint to his fans thala mela visvasam kaatrathuku thalapathy ya asinga padutha koodathu,Positive
trending in sri lanka i am very happy hit like,Positive
no means no  thala  dialouge delivery super,Positive
oruthar mela neenga viswasam kaattradhukkaga innoruthara yen asinga paduthuringa,Mixed_feelings
yarellam morning wake up aanathum trailer paakka vanthinga,Positive
our sirappaana taramaana movie book panna poram,Positive
semmmmmmmaaaaaaaaaaaa performance thala mrajith sir good,Positive
pongal ke confirm sweet sapada porum,Positive
indha pongaluku release ana  adutha pongal vara odanumndravanga like podunga,Positive
thala thala thala thala thala thala thala thala thala thala thala thala,Positive
ajith solra last line  idha yavadhu pathu thirundunga da dai,Positive
t h a l a,Positive
super star na marana mass thaan,Positive
thala awwsm n you bgm rocks,Positive
indha padam pengalukanadhu nalla samooga seerkeduku edhirana padam ner konda parvai wow awesome thala       ,Positive
highly excited waiting for karthi sam cs bgm,Positive
k watch but k likes,Mixed_feelings
classss  massssu  pattayakelapum makkal selvan  semma trailer vjs dialogue masssu ultimate geththu pa namba m kkal selvan,Positive
wowowowowoowowoowowoowo let us go superstar love you rajini sir,Negative
yosikkama bhagubali movie da comber pannalam vera level la irukum paru,Positive
pattaya kilaputhupaa trailer  get rajnified  ,Positive
thala irukum pothu ethuvum nadakathu thala kaakum pothu erumbum thudikathu thala tucker doi,Positive
jithu kaali singaar singh veri aatam jan  mark the date  king  arrives,Positive
oruthar mela neenka viswasam kaddurathukkaka innoruthara en asinkapaduthurinka true line for some ajith fans and vijay fans,Positive
netru  super star   indru  super star   nalai super star   endrum  super star,Positive
ye film  carore paar karegi keval india me double blockbuster movies   toofan aa jayga thiyetar me,Negative
dhanush  vetrimaran  gvp yarrukellam intha combo pidikum,Positive
great vfx ugly protaginist looks like a joke ,Negative
va thala ni va paddaya kilappuram,Positive
sk anna haters like here  ,Negative
haiyya jolly  night kulla  million views thandidum,Positive
 na indha scene kagave trailer ah marubadiyum marubadiyum pathutu irukan thalaivar oda wow moment,Positive
superb next surprise cinematography romba nala iruku,Positive
ama athu enna last la loose motion pora maari nadanthu varathu,Negative
pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,Positive
ena pangalikala return no trending konduvaralama  link ah share panunka m likes adichu akanum,Positive
otha  tharamana sampavam diwali ku iruku   bigil  valakqm pola  oo ooothan      ,Negative
krish part  vanthudicha  iyooo ithukku dha ivlo naal wait pannittu irunthan    negalum ithukku dha wait panringana  sollunga,Mixed_feelings
oru oru move ila  sticker iruku dove style,unknown_state
visvasam trailer oda namba thailaivar trailer tha naala iruku nu solravanga like podunga,unknown_state
intha yr diwali inum mudiyala nov diwali,Positive
 hours agidu  million varala,Positive
akshay kumar st dialog olunga kekala ennadu paah adu  cell phone vechu irruka ovovruthanu,Mixed_feelings
after viswasam trailer  hit like,unknown_state
appaddi yellaam nadakaathnadakka koodaathufffffthala appadiye vere track,Positive
mass ivara minja yarum illa porakavum illa,Positive
dhanush and vetrimaaran the original asuran,Positive
thlivarku trilar ra vida teaser than semaiya iruku,Positive
if anyone saw teejay in it,Positive
kannilla rajini rasika mudhevikalapoi savingadaintha vfxiku athuthan nalla mudiva erukum,Mixed_feelings
enga thatha irruka varaikum neraya neraya nadakathu da  ellam ajith pathupan da,Positive
intha vayasaana kaalathla intha kelattu payaluku idhellaam thevaiyaa kumaaru ,Negative
tamil natula evalo prechena poitu irruku ithu roomba mokiya ma porali daa,Negative
best makeup getup for rajini after shivaji film,Positive
adichi under wear oda oda vituruvean lol,unknown_state
trailer bangam youv shankar yepaya ni ippadi oru padam rajini vechi yeduka pora yepapar robo gobo ni poya,Positive
neerkondaparvai bgm mathiri irukku gv why,Negative
thalayuvan  vera level    ipdi neraya neraya neraya nerayaaaaaaaaa,Positive
thala acting vera level neraya neraya neraya neraya neraya dialogue awesome mass class,Positive
thalaivar ku k dislikes ah epdida manasu varuthu ungaluku  sleeper cells ugala,Negative
ennada bomma padam mathire irukku enna kandravi anim ithu,Positive
appa enna stylish thalaiva marana mass,Positive
 vivek siva mervin solomon magical voice,Positive
sarkar teaser gave much better results in h,Negative
k likes in  million views,Positive
semma mass rajini sir love you,Positive
rajini daaaaa rajini  chumma athiruthu,Positive
e ka bawasir bana diye ho,Positive
are you virgin scene iruka,Positive
marana waiting for nkp fdfs ku,Positive
ivaruku vayasu agala vayasu koranchukitu iruku,Mixed_feelings
king maker thala  wonderful herolove you thala love you love you love you,Positive
mega sod power renger vfx looks like cartoons,Negative
k views one hour mela change aagamale iruku something happened,Positive
epo da kondi varuvinga  million like,Positive
to those who disliked   oruthar meala vishwasam katurathukaga inoruthar ah yen asinga paduthuringa  ,Positive
dislike options thooki podungaaaaa daw rendu like option venum rajinified,Negative
marana maaaaaaas thalaiva  soooper star ,Positive
idhu yenna da batman ku vandha sodhanai,Positive
thalaiva marana waiting super star mass nu katringa,Positive
kola gaandu la irukkan  sweet sapadu porom style ah naturally,Positive
ajith  hvinod siva  h raja,Positive
vijay sethupathi fans hit a like,Mixed_feelings
sema sema sema sema sema sema sema sema sema sema sema,Positive
wowww thala ajith kumar is awesome paaaaaaaaa,Positive
moodevi nga content paakama dislike podudhunga thevangu trailer end la correct ah iruku,Positive
thalaivar sonna maari sweet sapida poren,Positive
 million views kooda varala nu vijay fans kalaaikraanga plz thala fans  m views vara vaingainaiku kulla,Positive
naaangalaum pakkaathan poorommmm engee thalaivar odee aattaatheee,Positive
apdiea innum knjm dhn shankar sir avengers ah beat panniralam move on fire,Positive
mass mass maas mass chiyaan vikram,Positive
inniki  million views reach panlama pangalingala adichi thookalamaa,Negative
wow is movie million   view k like best luck bikram sir fan likr here,Positive
telangana    ajith fans oka like vesukondi,unknown_state
you  thala massbgm     ,Positive
cannot wait thalaivare  thookkudurai alappareyum pakkanum,Positive
thalaiver  thalaiver thaaa vera pechaaa  kedaiyathu  pettai daaaa,Positive
super padam rajini sir trailare ippadi athirutunna parameter eppadi irukkum,Positive
kovilpatti pasanga lam like podunga la,Positive
waiting thalaa katta fan from kerala yuvan bgm no rekshaa,Positive
bigil la vida kaithi trailer maranam,unknown_state
trailer oda last dance than evanoda nejamana character aara mental da evan,Positive
thara rathara rathara ra raa vera level,Positive
all tamilans fans from keralakerala loves you all tamilan da,Positive
those vijay fans come here to see this like here,Positive
trending ku late ah vanthalum latest varuvom da,Positive
enada mugamoodi  va  ange naren inga arjun,Negative
padam kand trailer kannaan vannnavar undoo,Positive
 full movie on zee tamil channel,Positive
logesh ah nambalamnammala thalapathy  yaematha maataru ninaikira,Positive
tha vera level dialogue last scene,Positive
ellam avan seyal movie ya ithu,Positive
ithu petta pongalpaaka thaana pora intha kaali oda aatatha,Positive
kola kuthu marana mass thailavaaaa vera level mass,Positive
yen dislike pandringa enna pudikala trailer la,Positive
danushuku  nigar danushdan   vada chennai  eppo varum  chanse illa  thalaiva,Mixed_feelings
 to   vjs,unknown_state
yar yar laam entha trailer ah pathona hans zimmer music keta mari eruku nu nanchega,Negative
white hair eh irundahlum azhagaai theriyum aanazhaganthala eppavume ultimate dhan,Positive
 thala ooda looka copy adichutan  daa,Positive
 vijay sethupathi fans hit like,unknown_state
nitha cinema you da malayalam dubbing e laya,Negative
sama gandula iruken mudinja tomorrow movie release pannunga please,Positive
mens mass super excited wow wow wow wow wow wow wow   ,Mixed_feelings
masss maranam thalaivaaaa back to s kid rajini sir,Positive
looks promising but release aagi nalla irundha semaya irukkum,Positive
vijay sethupathi fans hit like here,unknown_state
sivakarthikeyan orae naal la ivulo million views varaee va,Negative
fdfs ku poravaga like poduga,Mixed_feelings
sun tv mela kola kaandula irukkom  rajini mela illa,Positive
super by the way i am vijay fan,unknown_state
kaithi thaan intha yr diwali blockbustrr cnfrm,Positive
karthi anna wooda unmayana anbana rasigargal mattum thatra like,Positive
why is akshay kumar a crow,unknown_state
diwaliku sambavam eruku  likekaithi  cmtbigil,Negative
periyavarae dialogue la nalla than eruku acting enga    ,Negative
  dhanush look  vera level  masss,Positive
who r waiting trailer in kannada any kannadiga hit likejai karnatakatamil nadu,Positive
padam kandipa block buster  wishes from suriya anna fans,Positive
die hard chiyaan fans like here,Positive
semma thalaiva marana geththa erukinga you always geththu,Positive
ultra ultimate star thala vera level,Positive
ajith rasigargal sarpaka padam vetri pera valthukkal,Positive
trailer half nalla iruku sandhosama iruku innoru half paatha verupa iruku bayama iruku,Mixed_feelings
padam pathuttu vanthu tralier pakkuravagaa like pannungaa,Positive
theri mass  therika vitruvoma,Positive
thalaiva theivame ummasema style sema energy sema marana mass ,Positive
nkp movie la thala more dialogue pesirukaru thala nadicha movie la nkp la more dialogue erukku waiting nkp movie,Mixed_feelings
s thalaivaaaaaaaaaaa is back in action,Positive
vera leval   dhanudh   vetri maran  gvp   combo,Positive
tha  nimishathula  k likes thala,Positive
mass means  waited for this movement also waiting for movie  semmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmamaaaaaaaaaaaaaaaaaaaaaa,Positive
ultimate star  ajith kumar vazhaga,Positive
inu neraiya peru paakala keep sharing,Positive
padam vanthathum k dislike pottavaga yellam yea da dislike  pannom nu feel pannanum,Positive
orginal view and orginal like,Positive
hit like for vetrimaran dhanush combo,Positive
sivakarthikayen fans hit like button,Positive
izu vijayda traileraaha irunda  millions aahi irukkum ajith vayathu jaasthi aichu adudda padaththilaavazu ilamaya nadichcha nalla irukkum,Positive
enna bgm english song la play agudhu,Positive
vaa thala nee mattum podhum enaku vaa vaa vaaa,Positive
likes going to overtake views dei update pannuga da,Positive
gethu  naale  thala  dhan,Positive
rangaraj pande ipodhan theridhu neenga en thandhi tv la irundhu vandhinga,Positive
epdi national award ipove vangikratha illa aprm neengale kooptu kudupingala,Positive
 vivek  kuruka intha kousik vantha  thug life kuti moonchi kuti moonchi army,Positive
padam october release diwali release pannuna bigiluku sanguthan  kaithi vera varuthu    ,Mixed_feelings
nice thalaiva  petta ya viswasam aa ,Positive
thala intha mathiri padam  neraya neraya neryaaaaaa pannanum,Positive
thala da vera even da,Positive
flop agaura movie ku trailer vantha enna varla na enna,Negative
porukiya rowdya  entha mari kati thanda nadu nasama pochi,Positive
en da innum trending la varla,Negative
k likes and m views soon,Positive
thalapathy    logesh kanagaraj  ,unknown_state
yevanukavathu pontati kolandha kutty sentiment irundha apdiye odi poidukolagandula irkenkollama vidamatenthalaivar massi am eagerly waiting for vj sethupathi maaaaaaassssssssssss,unknown_state
times mela pathavanga thatra like button ah,unknown_state
